"","Nest","Year","Species","Site","First_Date","Last_Date","Duration","Fate","Chicks_First","Chicks_Last","Proporation_Lost","Camera"
"1711","O-BH-02-15",2015,"PIPL","Blue Hole",2015-05-05,2015-05-21,16,"Unknown Outcome",NA,0,NA,"0"
"1712","O-BH-02-16",2016,"PIPL","Blue Hole",2016-05-19,2016-07-05,47,"Fledged",3,2,0.333333333333333,"0"
"1713","O-BH-02-17",2017,"PIPL","Blue Hole",2017-05-15,2017-06-30,46,"Fledged",2,2,0,"0"
"1714","O-BH-02-18",2018,"PIPL","Blue Hole",2018-05-17,2018-05-28,11,NA,NA,0,NA,"0"
"1715","O-BH-02-19",2019,"PIPL","Blue Hole",2019-05-13,2019-07-01,49,"Fledged",3,2,0.333333333333333,"0"
"1716","O-BH-02-20",2020,"PIPL","Blue Hole",2020-05-14,2020-05-20,6,NA,NA,0,NA,"0"
"1717","O-BH-02-21",2021,"PIPL","Blue Hole",2021-05-17,2021-06-01,15,NA,NA,0,NA,"0"
"1718","O-BH-02-22",2022,"LETE","Blue Hole",2022-05-27,2022-07-07,41,"Fledged",3,3,0,"0"
"1719","O-BH-02-23",2023,"PIPL","Blue Hole",2023-05-08,2023-06-12,35,"Unknown Outcome",4,0,1,"0"
"1720","O-BH-02-24",2024,"PIPL","Blue Hole",2024-05-10,2024-07-05,56,"Fledged",1,3,-2,"0"
"1721","O-BH-03-12",2012,"PIPL","Blue Hole",2012-05-04,2012-05-24,20,NA,NA,0,NA,"0"
"1722","O-BH-03-13",2013,"PIPL","Blue Hole",2013-05-28,2013-07-03,36,"Unknown Outcome",1,0,1,"0"
"1723","O-BH-03-14",2014,"PIPL","Blue Hole",2014-05-05,2014-06-30,56,"Fledged",3,3,0,"0"
"1724","O-BH-03-15",2015,"PIPL","Blue Hole",2015-05-14,2015-06-24,41,"Fledged",3,3,0,"0"
"1725","O-BH-03-16",2016,"PIPL","Blue Hole",2016-05-19,2016-06-06,18,NA,NA,0,NA,"0"
"1726","O-BH-03-18",2018,"PIPL","Blue Hole",2018-05-21,2018-07-06,46,"Failed-Predation",4,0,1,"0"
"1727","O-BH-03-19",2019,"PIPL","Blue Hole",2019-05-16,2019-05-28,12,NA,NA,0,NA,"0"
"1728","O-BH-03-20",2020,"PIPL","Blue Hole",2020-05-26,2020-06-01,6,NA,NA,0,NA,"0"
"1729","O-BH-03-21",2021,"PIPL","Blue Hole",2021-05-17,2021-06-01,15,NA,NA,0,NA,"0"
"1730","O-BH-03-22",2022,"LETE","Blue Hole",2022-05-31,2022-07-13,43,"Fledged",3,3,0,"0"
"1731","O-BH-03-23",2023,"PIPL","Blue Hole",2023-05-08,2023-07-04,57,"Fledged",4,4,0,"0"
"1732","O-BH-03-24",2024,"PIPL","Blue Hole",2024-05-10,2024-06-21,42,"Failed-Unknown",1,0,1,"0"
"1733","O-BH-04-12",2012,"PIPL","Blue Hole",2012-05-04,2012-06-26,53,"Fledged",3,3,0,"0"
"1734","O-BH-04-13",2013,"PIPL","Blue Hole",2013-05-28,2013-07-08,41,"Fledged",2,2,0,"0"
"1735","O-BH-04-14",2014,"PIPL","Blue Hole",2014-05-05,2014-06-24,50,"Fledged",4,2,0.5,"0"
"1736","O-BH-04-15",2015,"PIPL","Blue Hole",2015-05-19,2015-06-24,36,"Fledged",2,2,0,"0"
"1737","O-BH-04-16",2016,"PIPL","Blue Hole",2016-05-31,2016-06-06,6,NA,NA,0,NA,"0"
"1738","O-BH-04-17",2017,"PIPL","Blue Hole",2017-05-22,2017-07-10,49,"Fledged",4,4,0,"0"
"1739","O-BH-04-18",2018,"PIPL","Blue Hole",2018-05-21,2018-07-06,46,"Fledged",3,1,0.666666666666667,"0"
"1740","O-BH-04-19",2019,"LETE","Blue Hole",2019-05-30,2019-06-03,4,NA,NA,0,NA,"0"
"1741","O-BH-04-20",2020,"LETE","Blue Hole",2020-05-26,2020-06-01,6,NA,NA,0,NA,"0"
"1742","O-BH-04-21",2021,"LETE","Blue Hole",2021-05-26,2021-06-01,6,NA,NA,0,NA,"0"
"1743","O-BH-04-22",2022,"LETE","Blue Hole",2022-05-31,2022-07-13,43,"Fledged",3,2,0.333333333333333,"0"
"1744","O-BH-04-23",2023,"PIPL","Blue Hole",2023-05-22,2023-07-10,49,"Fledged",4,2,0.5,"0"
"1745","O-BH-04-24",2024,"PIPL","Blue Hole",2024-05-13,2024-06-24,42,"Failed-Unknown",4,0,1,"0"
"1746","O-BH-05-12",2012,"PIPL","Blue Hole",2012-05-04,2012-06-21,48,"Fledged",2,2,0,"0"
"1747","O-BH-05-13",2013,"LETE","Blue Hole",2013-05-30,2013-06-03,4,NA,NA,0,NA,"0"
"1748","O-BH-05-14",2014,"PIPL","Blue Hole",2014-05-22,2014-06-24,33,"Fledged",4,1,0.75,"0"
"1749","O-BH-05-15",2015,"PIPL","Blue Hole",2015-05-19,2015-06-24,36,"Fledged",3,3,0,"0"
"1750","O-BH-05-16",2016,"LETE","Blue Hole",2016-05-31,2016-06-10,10,NA,NA,0,NA,"0"
"1751","O-BH-05-17",2017,"PIPL","Blue Hole",2017-05-22,2017-05-29,7,NA,NA,0,NA,"0"
"1752","O-BH-05-18",2018,"PIPL","Blue Hole",2018-05-21,2018-07-06,46,"Failed-Predation",3,0,1,"0"
"1753","O-BH-05-19",2019,"LETE","Blue Hole",2019-06-03,2019-06-08,5,NA,NA,0,NA,"0"
"1754","O-BH-05-20",2020,"LETE","Blue Hole",2020-06-01,2020-06-08,7,NA,NA,0,NA,"0"
"1755","O-BH-05-21",2021,"LETE","Blue Hole",2021-06-04,2021-06-19,15,NA,NA,0,NA,"0"
"1756","O-BH-05-22",2022,"LETE","Blue Hole",2022-05-31,2022-07-13,43,"Fledged",3,2,0.333333333333333,"0"
"1757","O-BH-05-23",2023,"LETE","Blue Hole",2023-05-25,2023-06-08,14,NA,NA,0,NA,"0"
"1758","O-BH-05-24",2024,"PIPL","Blue Hole",2024-05-13,2024-07-12,60,"Fledged",4,2,0.5,"0"
"1759","O-BH-06-12",2012,"PIPL","Blue Hole",2012-05-04,2012-05-24,20,NA,NA,0,NA,"0"
"1760","O-BH-06-13",2013,"LETE","Blue Hole",2013-05-30,2013-06-10,11,NA,NA,0,NA,"0"
"1761","O-BH-06-14",2014,"LETE","Blue Hole",2014-05-27,2014-06-19,23,NA,NA,0,NA,"0"
"1762","O-BH-06-15",2015,"PIPL","Blue Hole",2015-05-21,2015-06-10,20,"Unknown Outcome",NA,0,NA,"0"
"1763","O-BH-06-16",2016,"LETE","Blue Hole",2016-05-31,2016-06-10,10,NA,NA,0,NA,"0"
"1764","O-BH-06-17",2017,"PIPL","Blue Hole",2017-06-07,2017-07-05,28,"Fledged",4,4,0,"0"
"1765","O-BH-06-18",2018,"PIPL","Blue Hole",2018-05-28,2018-06-11,14,NA,NA,0,NA,"0"
"1766","O-BH-06-19",2019,"LETE","Blue Hole",2019-06-03,2019-06-24,21,"Unknown Outcome",NA,0,NA,"0"
"1767","O-BH-06-20",2020,"LETE","Blue Hole",2020-06-01,2020-06-06,5,NA,NA,0,NA,"0"
"1768","O-BH-06-21",2021,"LETE","Blue Hole",2021-06-07,2021-07-15,38,"Fledged",1,1,0,"0"
"1769","O-BH-06-22",2022,"PIPL","Blue Hole",2022-05-31,2022-07-20,50,"Fledged",4,3,0.25,"0"
"1770","O-BH-06-23",2023,"LETE","Blue Hole",2023-05-25,2023-06-12,18,NA,NA,0,NA,"0"
"1771","O-BH-06-24",2024,"PIPL","Blue Hole",2024-05-18,2024-05-24,6,NA,NA,0,NA,"0"
"1772","O-BH-07-12",2012,"PIPL","Blue Hole",2012-05-09,2012-05-24,15,NA,NA,0,NA,"0"
"1773","O-BH-07-13",2013,"LETE","Blue Hole",2013-05-30,2013-06-10,11,NA,NA,0,NA,"0"
"1774","O-BH-07-14",2014,"LETE","Blue Hole",2014-05-27,2014-07-09,43,"Fledged",3,2,0.333333333333333,"0"
"1775","O-BH-07-15",2015,"LETE","Blue Hole",2015-06-01,2015-06-04,3,NA,NA,0,NA,"0"
"1776","O-BH-07-16",2016,"PIPL","Blue Hole",2016-05-31,2016-06-10,10,NA,NA,0,NA,"0"
"1777","O-BH-07-17",2017,"PIPL","Blue Hole",2017-06-07,2017-06-12,5,"Unknown Outcome",NA,0,NA,"0"
"1778","O-BH-07-18",2018,"LETE","Blue Hole",2018-05-31,2018-07-03,33,"Unknown Outcome",2,0,1,"0"
"1779","O-BH-07-19",2019,"LETE","Blue Hole",2019-06-03,2019-07-09,36,"Fledged",3,2,0.333333333333333,"0"
"1780","O-BH-07-20",2020,"LETE","Blue Hole",2020-06-03,2020-06-06,3,NA,NA,0,NA,"0"
"1781","O-BH-07-21",2021,"LETE","Blue Hole",2021-06-10,2021-07-21,41,"Fledged",2,1,0.5,"0"
"1782","O-BH-07-22",2022,"LETE","Blue Hole",2022-06-02,2022-07-13,41,"Fledged",3,2,0.333333333333333,"0"
"1783","O-BH-07-23",2023,"LETE","Blue Hole",2023-05-29,2023-07-10,42,"Fledged",2,2,0,"0"
"1784","O-BH-07-24",2024,"LETE","Blue Hole",2024-05-20,2024-06-10,21,NA,NA,0,NA,"0"
"1785","O-BH-08-12",2012,"PIPL","Blue Hole",2012-05-15,2012-05-31,16,NA,NA,0,NA,"0"
"1786","O-BH-08-13",2013,"PIPL","Blue Hole",2013-05-30,2013-06-10,11,NA,NA,0,NA,"0"
"1787","O-BH-08-14",2014,"LETE","Blue Hole",2014-06-02,2014-07-17,45,"Fledged",2,2,0,"0"
"1788","O-BH-08-15",2015,"LETE","Blue Hole",2015-06-01,2015-07-16,45,"Fledged",2,2,0,"0"
"1789","O-BH-08-16",2016,"LETE","Blue Hole",2016-06-06,2016-06-10,4,NA,NA,0,NA,"0"
"1790","O-BH-08-17",2017,"LETE","Blue Hole",2017-06-07,2017-07-14,37,"Fledged",2,2,0,"0"
"1791","O-BH-08-18",2018,"LETE","Blue Hole",2018-05-31,2018-07-06,36,"Fledged",2,2,0,"0"
"1792","O-BH-08-19",2019,"LETE","Blue Hole",2019-06-03,2019-06-21,18,"Unknown Outcome",NA,0,NA,"0"
"1793","O-BH-08-20",2020,"LETE","Blue Hole",2020-06-03,2020-07-13,40,"Fledged",2,2,0,"0"
"1794","O-BH-08-21",2021,"LETE","Blue Hole",2021-06-10,2021-07-06,26,"Failed-Predation",1,0,1,"0"
"1795","O-BH-08-22",2022,"LETE","Blue Hole",2022-06-02,2022-07-20,48,"Fledged",3,3,0,"0"
"1796","O-BH-08-23",2023,"PIPL","Blue Hole",2023-05-31,2023-07-24,54,"Fledged",4,2,0.5,"0"
"1797","O-BH-08-24",2024,"LETE","Blue Hole",2024-05-30,2024-07-08,39,"Fledged",2,2,0,"0"
"1798","O-BH-09-12",2012,"PIPL","Blue Hole",2012-05-15,2012-06-19,35,"Fledged",2,2,0,"0"
"1799","O-BH-09-13",2013,"LETE","Blue Hole",2013-06-03,2013-06-17,14,NA,NA,0,NA,"0"
"1800","O-BH-09-14",2014,"LETE","Blue Hole",2014-06-02,2014-07-09,37,"Fledged",2,2,0,"0"
"1801","O-BH-09-15",2015,"LETE","Blue Hole",2015-06-01,2015-07-16,45,"Fledged",2,2,0,"0"
"1802","O-BH-09-16",2016,"LETE","Blue Hole",2016-06-06,2016-06-10,4,NA,NA,0,NA,"0"
"1803","O-BH-09-17",2017,"LETE","Blue Hole",2017-06-07,2017-07-17,40,"Fledged",2,2,0,"0"
"1804","O-BH-09-18",2018,"PIPL","Blue Hole",2018-05-31,2018-06-13,13,NA,NA,0,NA,"0"
"1805","O-BH-09-19",2019,"PIPL","Blue Hole",2019-06-08,2019-07-09,31,"Fledged",3,1,0.666666666666667,"0"
"1806","O-BH-09-20",2020,"PIPL","Blue Hole",2020-06-03,2020-06-22,19,NA,NA,0,NA,"0"
"1807","O-BH-09-21",2021,"LETE","Blue Hole",2021-06-14,2021-06-22,8,NA,NA,0,NA,"0"
"1808","O-BH-09-22",2022,"LETE","Blue Hole",2022-06-02,2022-07-13,41,"Fledged",1,2,-1,"0"
"1809","O-BH-09-23",2023,"LETE","Blue Hole",2023-05-31,2023-07-10,40,"Fledged",2,1,0.5,"0"
"1810","O-BH-09-24",2024,"LETE","Blue Hole",2024-05-30,2024-06-03,4,NA,NA,0,NA,"0"
"1811","O-BH-10-12",2012,"PIPL","Blue Hole",2012-05-23,2012-05-24,1,NA,NA,0,NA,"0"
"1812","O-BH-10-13",2013,"LETE","Blue Hole",2013-06-10,2013-07-20,40,"Fledged",3,3,0,"0"
"1813","O-BH-10-14",2014,"LETE","Blue Hole",2014-06-02,2014-06-19,17,NA,NA,0,NA,"0"
"1814","O-BH-10-15",2015,"LETE","Blue Hole",2015-06-01,2015-06-24,23,"Unknown Outcome",NA,0,NA,"0"
"1815","O-BH-10-16",2016,"LETE","Blue Hole",2016-06-06,2016-07-08,32,"Unknown Outcome",1,0,1,"0"
"1816","O-BH-10-17",2017,"LETE","Blue Hole",2017-06-07,2017-07-17,40,"Fledged",2,1,0.5,"0"
"1817","O-BH-10-18",2018,"LETE","Blue Hole",2018-06-01,2018-07-06,35,"Failed-Predation",3,0,1,"0"
"1818","O-BH-10-19",2019,"LETE","Blue Hole",2019-06-13,2019-07-01,18,NA,NA,0,NA,"0"
"1819","O-BH-10-20",2020,"PIPL","Blue Hole",2020-06-06,2020-07-23,47,"Fledged",4,2,0.5,"0"
"1820","O-BH-10-21",2021,"LETE","Blue Hole",2021-06-16,2021-07-15,29,"Fledged",2,2,0,"0"
"1821","O-BH-10-22",2022,"LETE","Blue Hole",2022-06-10,2022-06-20,10,NA,NA,0,NA,"0"
"1822","O-BH-10-23",2023,"PIPL","Blue Hole",2023-05-31,2023-06-12,12,NA,NA,0,NA,"0"
"1823","O-BH-10-24",2024,"LETE","Blue Hole",2024-05-30,2024-07-10,41,"Unknown Outcome",2,0,1,"0"
"1824","O-BH-11-12",2012,"LETE","Blue Hole",2012-05-29,2012-07-12,44,"Fledged",2,1,0.5,"0"
"1825","O-BH-11-13",2013,"LETE","Blue Hole",2013-06-13,2013-07-25,42,"Fledged",2,2,0,"0"
"1826","O-BH-11-14",2014,"LETE","Blue Hole",2014-06-05,2014-06-19,14,NA,NA,0,NA,"0"
"1827","O-BH-11-15",2015,"LETE","Blue Hole",2015-06-01,2015-07-16,45,"Fledged",2,2,0,"0"
"1828","O-BH-11-16",2016,"LETE","Blue Hole",2016-06-06,2016-07-08,32,NA,NA,0,NA,"0"
"1829","O-BH-11-17",2017,"LETE","Blue Hole",2017-06-07,2017-07-17,40,"Fledged",3,3,0,"0"
"1830","O-BH-11-18",2018,"LETE","Blue Hole",2018-06-04,2018-07-06,32,"Failed-Predation",3,0,1,"0"
"1831","O-BH-11-19",2019,"LETE","Blue Hole",2019-06-19,2019-07-01,12,NA,NA,0,NA,"0"
"1832","O-BH-11-20",2020,"LETE","Blue Hole",2020-06-08,2020-06-12,4,NA,NA,0,NA,"0"
"1833","O-BH-11-21",2021,"PIPL","Blue Hole",2021-06-16,2021-07-12,26,"Unknown Outcome",NA,0,NA,"0"
"1834","O-BH-11-22",2022,"LETE","Blue Hole",2022-06-13,2022-07-13,30,"Fledged",2,2,0,"0"
"1835","O-BH-11-23",2023,"LETE","Blue Hole",2023-06-02,2023-07-10,38,"Fledged",3,2,0.333333333333333,"0"
"1836","O-BH-11-24",2024,"LETE","Blue Hole",2024-06-06,2024-07-17,41,"Unknown Outcome",3,0,1,"0"
"1837","O-BH-12-12",2012,"LETE","Blue Hole",2012-05-29,2012-07-12,44,"Fledged",2,2,0,"0"
"1838","O-BH-12-13",2013,"LETE","Blue Hole",2013-06-13,2013-06-28,15,NA,NA,0,NA,"0"
"1839","O-BH-12-14",2014,"LETE","Blue Hole",2014-06-05,2014-07-17,42,"Fledged",3,2,0.333333333333333,"0"
"1840","O-BH-12-15",2015,"LETE","Blue Hole",2015-06-04,2015-07-16,42,"Fledged",2,2,0,"0"
"1841","O-BH-12-16",2016,"PIPL","Blue Hole",2016-06-06,2016-07-01,25,"Unknown Outcome",NA,0,NA,"0"
"1842","O-BH-12-17",2017,"LETE","Blue Hole",2017-06-07,2017-07-17,40,"Fledged",2,1,0.5,"0"
"1843","O-BH-12-18",2018,"LETE","Blue Hole",2018-06-04,2018-07-06,32,"Failed-Predation",3,0,1,"0"
"1844","O-BH-12-19",2019,"LETE","Blue Hole",2019-06-21,2019-07-01,10,NA,NA,0,NA,"0"
"1845","O-BH-12-20",2020,"LETE","Blue Hole",2020-06-15,2020-07-23,38,"Fledged",1,2,-1,"0"
"1846","O-BH-12-21",2021,"PIPL","Blue Hole",2021-06-16,2021-07-12,26,NA,NA,0,NA,"0"
"1847","O-BH-12-22",2022,"LETE","Blue Hole",2022-06-13,2022-07-26,43,"Fledged",2,2,0,"0"
"1848","O-BH-12-23",2023,"LETE","Blue Hole",2023-06-05,2023-07-17,42,"Fledged",3,2,0.333333333333333,"0"
"1849","O-BH-12-24",2024,"LETE","Blue Hole",2024-06-06,2024-07-19,43,"Fledged",3,3,0,"0"
"1850","O-BH-13-12",2012,"LETE","Blue Hole",2012-05-29,2012-07-12,44,"Fledged",2,2,0,"0"
"1851","O-BH-13-13",2013,"LETE","Blue Hole",2013-06-13,2013-07-23,40,"Fledged",2,2,0,"0"
"1852","O-BH-13-14",2014,"LETE","Blue Hole",2014-06-05,2014-07-17,42,"Fledged",3,2,0.333333333333333,"0"
"1853","O-BH-13-15",2015,"LETE","Blue Hole",2015-06-08,2015-07-16,38,"Fledged",2,2,0,"0"
"1854","O-BH-13-16",2016,"LETE","Blue Hole",2016-06-10,2016-07-26,46,"Fledged",3,2,0.333333333333333,"0"
"1855","O-BH-13-17",2017,"PIPL","Blue Hole",2017-06-12,2017-07-31,49,"Fledged",2,1,0.5,"0"
"1856","O-BH-13-18",2018,"LETE","Blue Hole",2018-06-04,2018-07-20,46,"Fledged",2,2,0,"0"
"1857","O-BH-13-19",2019,"LETE","Blue Hole",2019-06-21,2019-07-01,10,NA,NA,0,NA,"0"
"1858","O-BH-13-20",2020,"PIPL","Blue Hole",2020-06-12,2020-07-23,41,"Fledged",4,3,0.25,"0"
"1859","O-BH-13-21",2021,"PIPL","Blue Hole",2021-06-16,2021-08-02,47,"Fledged",2,1,0.5,"0"
"1860","O-BH-13-22",2022,"PIPL","Blue Hole",2022-06-13,2022-08-09,57,"Fledged",3,3,0,"0"
"1861","O-BH-13-23",2023,"LETE","Blue Hole",2023-06-05,2023-06-12,7,NA,NA,0,NA,"0"
"1862","O-BH-13-24",2024,"LETE","Blue Hole",2024-06-06,2024-07-19,43,"Fledged",3,2,0.333333333333333,"0"
"1863","O-BH-14-12",2012,"LETE","Blue Hole",2012-06-05,2012-07-12,37,"Fledged",2,2,0,"0"
"1864","O-BH-14-13",2013,"PIPL","Blue Hole",2013-06-10,2013-07-08,28,"Fledged",1,2,-1,"0"
"1865","O-BH-14-14",2014,"LETE","Blue Hole",2014-06-10,2014-07-23,43,"Fledged",1,1,0,"0"
"1866","O-BH-14-15",2015,"LETE","Blue Hole",2015-06-08,2015-07-16,38,"Fledged",2,2,0,"0"
"1867","O-BH-14-16",2016,"LETE","Blue Hole",2016-06-10,2016-06-27,17,"Unknown Outcome",NA,0,NA,"0"
"1868","O-BH-14-17",2017,"PIPL","Blue Hole",2017-06-12,2017-07-28,46,"Fledged",3,2,0.333333333333333,"0"
"1869","O-BH-14-18",2018,"LETE","Blue Hole",2018-06-04,2018-07-06,32,"Failed-Predation",1,0,1,"0"
"1870","O-BH-14-20",2020,"LETE","Blue Hole",2020-06-18,2020-07-29,41,"Fledged",2,2,0,"0"
"1871","O-BH-14-21",2021,"PIPL","Blue Hole",2021-06-22,2021-06-30,8,NA,NA,0,NA,"0"
"1872","O-BH-14-22",2022,"PIPL","Blue Hole",2022-06-20,2022-07-11,21,"Fledged",2,2,0,"0"
"1873","O-BH-14-23",2023,"LETE","Blue Hole",2023-06-08,2023-07-14,36,"Fledged",3,3,0,"0"
"1874","O-BH-14-24",2024,"LETE","Blue Hole",2024-06-12,2024-07-08,26,"Unknown Outcome",NA,0,NA,"0"
"1875","O-BH-15-12",2012,"LETE","Blue Hole",2012-06-05,2012-07-16,41,"Fledged",3,2,0.333333333333333,"0"
"1876","O-BH-15-13",2013,"LETE","Blue Hole",2013-06-24,2013-08-04,41,"Fledged",1,1,0,"0"
"1877","O-BH-15-14",2014,"LETE","Blue Hole",2014-06-19,2014-07-25,36,"Fledged",2,1,0.5,"0"
"1878","O-BH-15-15",2015,"LETE","Blue Hole",2015-06-08,2015-07-16,38,"Fledged",2,2,0,"0"
"1879","O-BH-15-16",2016,"PIPL","Blue Hole",2016-06-15,2016-07-11,26,"Fledged",3,3,0,"0"
"1880","O-BH-15-17",2017,"PIPL","Blue Hole",2017-06-12,2017-07-28,46,"Fledged",3,2,0.333333333333333,"0"
"1881","O-BH-15-18",2018,"PIPL","Blue Hole",2018-06-04,2018-07-06,32,"Failed-Predation",3,0,1,"0"
"1882","O-BH-15-20",2020,"PIPL","Blue Hole",2020-06-22,2020-08-03,42,"Fledged",2,2,0,"0"
"1883","O-BH-15-21",2021,"LETE","Blue Hole",2021-06-22,2021-07-10,18,NA,NA,0,NA,"0"
"1884","O-BH-15-22",2022,"PIPL","Blue Hole",2022-06-29,2022-07-26,27,"Fledged",4,4,0,"0"
"1885","O-BH-15-23",2023,"LETE","Blue Hole",2023-06-08,2023-07-17,39,"Fledged",2,2,0,"0"
"1886","O-BH-15-24",2024,"LETE","Blue Hole",2024-06-12,2024-07-08,26,"Fledged",1,2,-1,"0"
"1887","O-BH-16-12",2012,"PIPL","Blue Hole",2012-06-05,2012-07-23,48,"Fledged",2,2,0,"0"
"1888","O-BH-16-13",2013,"LETE","Blue Hole",2013-06-24,2013-08-04,41,"Fledged",1,2,-1,"0"
"1889","O-BH-16-14",2014,"PIPL","Blue Hole",2014-06-19,2014-08-05,47,"Fledged",4,2,0.5,"0"
"1890","O-BH-16-15",2015,"PIPL","Blue Hole",2015-06-01,2015-06-10,9,"Unknown Outcome",NA,0,NA,"0"
"1891","O-BH-16-16",2016,"LETE","Blue Hole",2016-06-15,2016-06-27,12,"Unknown Outcome",NA,0,NA,"0"
"1892","O-BH-16-17",2017,"LETE","Blue Hole",2017-06-12,2017-07-19,37,"Fledged",3,3,0,"0"
"1893","O-BH-16-18",2018,"LETE","Blue Hole",2018-06-06,2018-06-13,7,NA,NA,0,NA,"0"
"1894","O-BH-16-21",2021,"LETE","Blue Hole",2021-06-22,2021-07-10,18,NA,NA,0,NA,"0"
"1895","O-BH-16-22",2022,"LETE","Blue Hole",2022-06-26,2022-07-23,27,"Fledged",3,3,0,"0"
"1896","O-BH-16-23",2023,"LETE","Blue Hole",2023-06-12,2023-07-05,23,"Failed-Unknown",3,0,1,"0"
"1897","O-BH-16-24",2024,"LETE","Blue Hole",2024-06-14,2024-07-08,24,"Unknown Outcome",NA,0,NA,"0"
"1898","O-BH-17-12",2012,"PIPL","Blue Hole",2012-06-05,2012-07-23,48,"Fledged",3,1,0.666666666666667,"0"
"1899","O-BH-17-13",2013,"LETE","Blue Hole",2013-07-03,2013-08-12,40,"Fledged",2,2,0,"0"
"1900","O-BH-17-14",2014,"LETE","Blue Hole",2014-06-24,2014-07-07,13,NA,NA,0,NA,"0"
"1901","O-BH-17-15",2015,"PIPL","Blue Hole",2015-06-10,2015-07-24,44,"Fledged",4,4,0,"0"
"1902","O-BH-17-16",2016,"LETE","Blue Hole",2016-06-15,2016-06-27,12,"Unknown Outcome",NA,0,NA,"0"
"1903","O-BH-17-17",2017,"PIPL","Blue Hole",2017-06-19,2017-07-17,28,"Fledged",3,3,0,"0"
"1904","O-BH-17-18",2018,"LETE","Blue Hole",2018-06-06,2018-07-06,30,"Failed-Predation",3,0,1,"0"
"1905","O-BH-17-21",2021,"LETE","Blue Hole",2021-06-22,2021-07-10,18,NA,NA,0,NA,"0"
"1906","O-BH-17-22",2022,"LETE","Blue Hole",2022-06-26,2022-08-09,44,"Fledged",2,2,0,"0"
"1907","O-BH-17-23",2023,"LETE","Blue Hole",2023-06-12,2023-07-04,22,NA,NA,0,NA,"0"
"1908","O-BH-17-24",2024,"PIPL","Blue Hole",2024-06-14,2024-07-27,43,"Fledged",2,3,-0.5,"0"
"1909","O-BH-18-12",2012,"LETE","Blue Hole",2012-06-05,2012-07-16,41,"Unknown Outcome",2,0,1,"0"
"1910","O-BH-18-13",2013,"LETE","Blue Hole",2013-07-03,2013-08-12,40,"Fledged",2,2,0,"0"
"1911","O-BH-18-14",2014,"LETE","Blue Hole",2014-06-26,2014-07-28,32,"Fledged",1,1,0,"0"
"1912","O-BH-18-15",2015,"LETE","Blue Hole",2015-06-10,2015-06-17,7,NA,NA,0,NA,"0"
"1913","O-BH-18-16",2016,"LETE","Blue Hole",2016-06-15,2016-06-27,12,"Unknown Outcome",NA,0,NA,"0"
"1914","O-BH-18-17",2017,"LETE","Blue Hole",2017-06-07,2017-06-30,23,"Unknown Outcome",NA,0,NA,"0"
"1915","O-BH-18-18",2018,"LETE","Blue Hole",2018-06-08,2018-07-06,28,NA,NA,0,NA,"0"
"1916","O-BH-18-22",2022,"LETE","Blue Hole",2022-06-26,2022-08-03,38,"Failed-Unknown",2,0,1,"0"
"1917","O-BH-18-23",2023,"PIPL","Blue Hole",2023-06-12,2023-07-17,35,"Fledged",4,2,0.5,"0"
"1918","O-BH-18-24",2024,"PIPL","Blue Hole",2024-06-14,2024-07-10,26,"Unknown Outcome",NA,0,NA,"0"
"1919","O-BH-19-12",2012,"LETE","Blue Hole",2012-06-05,2012-06-28,23,"Unknown Outcome",3,0,1,"0"
"1920","O-BH-19-13",2013,"LETE","Blue Hole",2013-07-03,2013-07-11,8,NA,NA,0,NA,"0"
"1921","O-BH-19-14",2014,"LETE","Blue Hole",2014-06-30,2014-08-05,36,"Fledged",2,2,0,"0"
"1922","O-BH-19-15",2015,"LETE","Blue Hole",2015-06-10,2015-06-17,7,NA,NA,0,NA,"0"
"1923","O-BH-19-16",2016,"PIPL","Blue Hole",2016-06-13,2016-06-27,14,"Unknown Outcome",NA,0,NA,"0"
"1924","O-BH-19-17",2017,"PIPL","Blue Hole",2017-06-20,2017-07-14,24,"Unknown Outcome",3,0,1,"0"
"1925","O-BH-19-18",2018,"PIPL","Blue Hole",2018-06-08,2018-07-06,28,NA,NA,0,NA,"0"
"1926","O-BH-19-23",2023,"LETE","Blue Hole",2023-06-19,2023-07-20,31,"Fledged",1,1,0,"0"
"1927","O-BH-19-24",2024,"LETE","Blue Hole",2024-06-14,2024-07-31,47,"Fledged",2,3,-0.5,"0"
"1928","O-BH-20-12",2012,"LETE","Blue Hole",2012-06-05,2012-06-26,21,NA,NA,0,NA,"0"
"1929","O-BH-20-13",2013,"LETE","Blue Hole",2013-07-03,2013-08-12,40,"Fledged",2,2,0,"0"
"1930","O-BH-20-14",2014,"LETE","Blue Hole",2014-06-30,2014-07-28,28,NA,NA,0,NA,"0"
"1931","O-BH-20-15",2015,"LETE","Blue Hole",2015-06-10,2015-07-21,41,"Fledged",3,3,0,"0"
"1932","O-BH-20-16",2016,"LETE","Blue Hole",2016-06-13,2016-06-27,14,"Unknown Outcome",NA,0,NA,"0"
"1933","O-BH-20-17",2017,"PIPL","Blue Hole",2017-06-20,2017-07-17,27,"Unknown Outcome",NA,0,NA,"0"
"1934","O-BH-20-18",2018,"LETE","Blue Hole",2018-06-08,2018-06-20,12,NA,NA,0,NA,"0"
"1935","O-BH-20-23",2023,"LETE","Blue Hole",2023-06-19,2023-07-05,16,NA,NA,0,NA,"0"
"1936","O-BH-20-24",2024,"LETE","Blue Hole",2024-06-21,2024-07-27,36,"Fledged",2,2,0,"0"
